Order_ID,Order_Date,Customer_ID,Customer_Name,Product_Name,Category,Region,Price,Cost,Quantity,Discount,Shipping_Method,Shipping_Cost,Payment_Method,Revenue,Total_Cost,Profit,Profit_Margin_%,Year,Month,Month_Name,Quarter,Day_of_Week
ORD01566,2022-06-19,CUST0450,Customer_1566,Smart Watch,Electronics,South,199.0,153.23,1,20,Express,25,Credit Card,159.2,178.23,-19.03,-11.95,2022,6,June,Q3-2022,Sunday
ORD01567,2023-06-05,CUST0172,Customer_1567,Charger Fast,Gadgets,West,99.0,79.2,9,15,Pickup,0,PayPal,757.35,712.8,44.55,5.88,2023,6,June,Q3-2023,Monday
ORD01568,2023-04-08,CUST0383,Customer_1568,Wireless Mouse,Gadgets,East,19.99,14.592699999999999,5,20,Pickup,0,Wallet,79.96,72.96,7.0,8.75,2023,4,April,Q2-2023,Saturday
ORD01569,2022-02-09,CUST0134,Customer_1569,Monitor 27inch,Electronics,East,799.0,567.29,6,20,Standard,10,Credit Card,3835.2,3413.74,421.46,10.99,2022,2,February,Q1-2022,Wednesday
ORD01570,2023-06-21,CUST0426,Customer_1570,Wireless Headphones,Accessories,Central,199.0,133.33,2,20,Overnight,50,Credit Card,318.4,316.66,1.74,0.55,2023,6,June,Q3-2023,Wednesday
ORD01571,2022-09-18,CUST0025,Customer_1571,Power Bank 20000mAh,Electronics,Central,1599.0,1023.36,2,10,Overnight,50,Debit Card,2878.2,2096.72,781.48,27.15,2022,9,September,Q4-2022,Sunday
ORD01572,2023-01-30,CUST0503,Customer_1572,USB-C Cable,Electronics,East,29.99,21.892699999999998,4,10,Pickup,0,Credit Card,107.96,87.57,20.39,18.89,2023,1,January,Q1-2023,Monday
ORD01573,2022-08-14,CUST0185,Customer_1573,Monitor 27inch,Gadgets,Central,29.99,18.293899999999997,4,20,Pickup,0,PayPal,95.97,73.18,22.79,23.75,2022,8,August,Q3-2022,Sunday
ORD01574,2022-05-04,CUST0085,Customer_1574,Phone Stand,Gadgets,South,29.99,23.6921,5,15,Express,25,PayPal,127.46,143.46,-16.0,-12.55,2022,5,May,Q2-2022,Wednesday
ORD01575,2022-02-07,CUST0567,Customer_1575,Memory Card 256GB,Accessories,South,1599.0,1167.27,7,20,Overnight,50,Wallet,8954.4,8220.89,733.51,8.19,2022,2,February,Q1-2022,Monday
ORD01576,2022-11-24,CUST0763,Customer_1576,Tablet Plus,Gadgets,Central,99.0,78.21000000000001,1,20,Standard,10,PayPal,79.2,88.21,-9.01,-11.38,2022,11,November,Q4-2022,Thursday
ORD01577,2022-09-08,CUST0144,Customer_1577,Webcam HD,Accessories,North,499.0,324.35,4,10,Standard,10,Credit Card,1796.4,1307.4,489.0,27.22,2022,9,September,Q4-2022,Thursday
ORD01578,2022-06-25,CUST0863,Customer_1578,Charger Fast,Accessories,East,49.99,39.4921,9,20,Pickup,0,Wallet,359.93,355.43,4.5,1.25,2022,6,June,Q3-2022,Saturday
ORD01579,2023-08-25,CUST0910,Customer_1579,Wireless Headphones,Accessories,South,1999.0,1439.28,8,15,Express,25,Credit Card,13593.2,11539.24,2053.96,15.11,2023,8,August,Q3-2023,Friday
ORD01580,2023-03-30,CUST0679,Customer_1580,Smart Watch,Accessories,Central,799.0,607.24,3,15,Express,25,Debit Card,2037.45,1846.72,190.73,9.36,2023,3,March,Q2-2023,Thursday
ORD01581,2022-02-06,CUST0412,Customer_1581,Phone Stand,Gadgets,Central,29.99,19.1936,6,20,Overnight,50,Wallet,143.95,165.16,-21.21,-14.73,2022,2,February,Q1-2022,Sunday
ORD01582,2022-11-12,CUST0224,Customer_1582,Phone Stand,Electronics,South,19.99,13.992999999999999,9,15,Pickup,0,Debit Card,152.92,125.94,26.98,17.64,2022,11,November,Q4-2022,Saturday
ORD01583,2023-11-19,CUST0220,Customer_1583,Smart Watch,Electronics,South,2499.0,1774.29,8,20,Pickup,0,Wallet,15993.6,14194.32,1799.28,11.25,2023,11,November,Q4-2023,Sunday
ORD01584,2023-08-16,CUST0179,Customer_1584,Memory Card 256GB,Gadgets,North,39.99,27.193200000000004,7,10,Express,25,PayPal,251.94,215.35,36.59,14.52,2023,8,August,Q3-2023,Wednesday
ORD01585,2022-04-24,CUST0631,Customer_1585,Charger Fast,Gadgets,Central,999.0,649.35,7,20,Standard,10,Credit Card,5594.4,4555.45,1038.95,18.57,2022,4,April,Q2-2022,Sunday
ORD01586,2022-02-09,CUST0433,Customer_1586,Wireless Mouse,Accessories,Central,299.0,233.22,1,0,Standard,10,Wallet,299.0,243.22,55.78,18.66,2022,2,February,Q1-2022,Wednesday
ORD01587,2022-10-28,CUST0265,Customer_1587,Laptop Pro,Gadgets,West,799.0,495.38,5,10,Overnight,50,PayPal,3595.5,2526.9,1068.6,29.72,2022,10,October,Q4-2022,Friday
ORD01588,2022-08-12,CUST0954,Customer_1588,Mechanical Keyboard,Electronics,North,49.99,31.4937,7,15,Pickup,0,PayPal,297.44,220.46,76.98,25.88,2022,8,August,Q3-2022,Friday
ORD01589,2022-11-14,CUST0429,Customer_1589,Smart Watch,Gadgets,South,29.99,19.7934,2,15,Pickup,0,PayPal,50.98,39.59,11.39,22.34,2022,11,November,Q4-2022,Monday
ORD01590,2022-12-15,CUST0662,Customer_1590,Monitor 27inch,Gadgets,South,39.99,31.192200000000003,6,10,Standard,10,Debit Card,215.95,197.15,18.8,8.71,2022,12,December,Q5-2022,Thursday
ORD01591,2022-04-25,CUST0416,Customer_1591,Tablet Plus,Accessories,East,39.99,28.3929,2,0,Pickup,0,PayPal,79.98,56.79,23.19,28.99,2022,4,April,Q2-2022,Monday
ORD01592,2023-11-29,CUST0453,Customer_1592,Smartphone X,Accessories,South,39.99,26.793300000000002,3,10,Pickup,0,Wallet,107.97,80.38,27.59,25.55,2023,11,November,Q4-2023,Wednesday
ORD01593,2022-11-19,CUST0727,Customer_1593,Charger Fast,Accessories,Central,99.0,67.32000000000001,1,5,Express,25,Debit Card,94.05,92.32,1.73,1.84,2022,11,November,Q4-2022,Saturday
ORD01594,2023-07-22,CUST0197,Customer_1594,Screen Protector,Accessories,South,1599.0,1231.23,3,0,Overnight,50,Credit Card,4797.0,3743.69,1053.31,21.96,2023,7,July,Q3-2023,Saturday
ORD01595,2022-02-09,CUST0554,Customer_1595,USB-C Cable,Electronics,Central,19.99,12.1939,7,10,Overnight,50,PayPal,125.94,135.36,-9.42,-7.48,2022,2,February,Q1-2022,Wednesday
ORD01596,2022-02-09,CUST0053,Customer_1596,Power Bank 20000mAh,Gadgets,Central,59.99,35.994,5,5,Overnight,50,Wallet,284.95,229.97,54.98,19.29,2022,2,February,Q1-2022,Wednesday
ORD01597,2022-10-16,CUST0480,Customer_1597,Wireless Mouse,Gadgets,North,999.0,609.39,4,20,Express,25,Wallet,3196.8,2462.56,734.24,22.97,2022,10,October,Q4-2022,Sunday
ORD01598,2022-09-19,CUST0443,Customer_1598,Monitor 27inch,Accessories,South,29.99,20.693099999999998,8,0,Overnight,50,Debit Card,239.92,215.54,24.38,10.16,2022,9,September,Q4-2022,Monday
ORD01599,2022-08-04,CUST0330,Customer_1599,Phone Stand,Electronics,North,199.0,143.28,8,20,Overnight,50,Credit Card,1273.6,1196.24,77.36,6.07,2022,8,August,Q3-2022,Thursday
ORD01600,2022-05-27,CUST0251,Customer_1600,Phone Stand,Electronics,Central,499.0,359.28,1,5,Standard,10,Debit Card,474.05,369.28,104.77,22.1,2022,5,May,Q2-2022,Friday
ORD01601,2022-12-02,CUST0807,Customer_1601,Smartphone X,Gadgets,South,499.0,374.25,9,15,Standard,10,PayPal,3817.35,3378.25,439.1,11.5,2022,12,December,Q5-2022,Friday
ORD01602,2022-06-17,CUST0890,Customer_1602,Bluetooth Speaker,Accessories,South,1999.0,1279.3600000000001,9,15,Overnight,50,Credit Card,15292.35,11564.24,3728.11,24.38,2022,6,June,Q3-2022,Friday
ORD01603,2022-04-02,CUST0783,Customer_1603,Mechanical Keyboard,Gadgets,North,1999.0,1299.3500000000001,2,15,Express,25,Credit Card,3398.3,2623.7,774.6,22.79,2022,4,April,Q2-2022,Saturday
ORD01604,2022-12-19,CUST0967,Customer_1604,Screen Protector,Gadgets,North,799.0,519.35,2,20,Express,25,Credit Card,1278.4,1063.7,214.7,16.79,2022,12,December,Q5-2022,Monday
ORD01605,2023-07-25,CUST0925,Customer_1605,Monitor 27inch,Electronics,Central,29.99,18.8937,8,0,Express,25,Debit Card,239.92,176.15,63.77,26.58,2023,7,July,Q3-2023,Tuesday
ORD01606,2023-07-25,CUST0123,Customer_1606,Bluetooth Speaker,Electronics,Central,299.0,194.35,6,20,Pickup,0,Wallet,1435.2,1166.1,269.1,18.75,2023,7,July,Q3-2023,Tuesday
ORD01607,2023-11-12,CUST0879,Customer_1607,Wireless Mouse,Gadgets,South,99.0,71.28,3,20,Pickup,0,Debit Card,237.6,213.84,23.76,10.0,2023,11,November,Q4-2023,Sunday
ORD01608,2022-12-29,CUST0387,Customer_1608,Charger Fast,Accessories,South,999.0,669.33,2,15,Express,25,Wallet,1698.3,1363.66,334.64,19.7,2022,12,December,Q5-2022,Thursday
ORD01609,2023-07-11,CUST0339,Customer_1609,Phone Case,Accessories,West,1599.0,1199.25,5,20,Standard,10,Debit Card,6396.0,6006.25,389.75,6.09,2023,7,July,Q3-2023,Tuesday
ORD01610,2022-12-11,CUST0778,Customer_1610,Wireless Headphones,Gadgets,West,99.0,70.28999999999999,8,5,Pickup,0,Wallet,752.4,562.32,190.08,25.26,2022,12,December,Q5-2022,Sunday
ORD01611,2023-11-24,CUST0348,Customer_1611,External SSD 1TB,Gadgets,East,19.99,12.7936,6,10,Express,25,Wallet,107.95,101.76,6.19,5.73,2023,11,November,Q4-2023,Friday
ORD01612,2022-06-19,CUST0029,Customer_1612,Wireless Mouse,Accessories,Central,99.0,68.30999999999999,3,10,Pickup,0,Credit Card,267.3,204.93,62.37,23.33,2022,6,June,Q3-2022,Sunday
ORD01613,2022-12-22,CUST0975,Customer_1613,Memory Card 256GB,Accessories,East,59.99,43.1928,9,10,Pickup,0,Wallet,485.92,388.74,97.18,20.0,2022,12,December,Q5-2022,Thursday
ORD01614,2022-07-10,CUST0035,Customer_1614,Phone Case,Accessories,East,19.99,15.392299999999999,8,15,Pickup,0,PayPal,135.93,123.14,12.79,9.41,2022,7,July,Q3-2022,Sunday
ORD01615,2023-10-29,CUST0518,Customer_1615,Power Bank 20000mAh,Gadgets,North,1299.0,1000.23,6,15,Pickup,0,PayPal,6624.9,6001.38,623.52,9.41,2023,10,October,Q4-2023,Sunday
ORD01616,2023-02-26,CUST0396,Customer_1616,Memory Card 256GB,Electronics,North,1299.0,896.31,1,10,Express,25,Wallet,1169.1,921.31,247.79,21.19,2023,2,February,Q1-2023,Sunday
ORD01617,2023-12-01,CUST0623,Customer_1617,Wireless Mouse,Accessories,West,199.0,145.27,2,0,Pickup,0,Wallet,398.0,290.54,107.46,27.0,2023,12,December,Q5-2023,Friday
ORD01618,2022-01-07,CUST0294,Customer_1618,Screen Protector,Accessories,East,299.0,197.34,4,10,Overnight,50,Wallet,1076.4,839.36,237.04,22.02,2022,1,January,Q1-2022,Friday
ORD01619,2022-05-13,CUST0589,Customer_1619,HDMI Cable,Accessories,West,199.0,145.27,2,20,Express,25,Wallet,318.4,315.54,2.86,0.9,2022,5,May,Q2-2022,Friday
ORD01620,2023-07-11,CUST0349,Customer_1620,Smartphone X,Gadgets,Central,999.0,779.22,3,10,Express,25,Credit Card,2697.3,2362.66,334.64,12.41,2023,7,July,Q3-2023,Tuesday
ORD01621,2022-01-31,CUST0147,Customer_1621,HDMI Cable,Electronics,South,39.99,28.7928,8,10,Express,25,PayPal,287.93,255.34,32.59,11.32,2022,1,January,Q1-2022,Monday
ORD01622,2023-06-19,CUST0067,Customer_1622,HDMI Cable,Electronics,North,39.99,26.393400000000003,9,0,Pickup,0,Credit Card,359.91,237.54,122.37,34.0,2023,6,June,Q3-2023,Monday
ORD01623,2023-03-02,CUST0904,Customer_1623,Monitor 27inch,Accessories,Central,1599.0,1167.27,6,15,Express,25,PayPal,8154.9,7028.62,1126.28,13.81,2023,3,March,Q2-2023,Thursday
ORD01624,2023-01-29,CUST0520,Customer_1624,Laptop Pro,Gadgets,Central,1599.0,1247.22,4,15,Standard,10,Wallet,5436.6,4998.88,437.72,8.05,2023,1,January,Q1-2023,Sunday
ORD01625,2023-11-03,CUST0122,Customer_1625,Webcam HD,Electronics,North,59.99,37.7937,2,20,Overnight,50,PayPal,95.98,125.59,-29.61,-30.85,2023,11,November,Q4-2023,Friday
ORD01626,2022-12-29,CUST0340,Customer_1626,Phone Stand,Gadgets,North,99.0,69.3,7,10,Standard,10,PayPal,623.7,495.1,128.6,20.62,2022,12,December,Q5-2022,Thursday
ORD01627,2023-03-13,CUST0175,Customer_1627,Monitor 27inch,Electronics,East,19.99,13.1934,7,5,Overnight,50,Debit Card,132.93,142.35,-9.42,-7.09,2023,3,March,Q2-2023,Monday
ORD01628,2023-11-01,CUST0900,Customer_1628,Laptop Pro,Accessories,West,1999.0,1299.3500000000001,9,20,Overnight,50,Debit Card,14392.8,11744.15,2648.65,18.4,2023,11,November,Q4-2023,Wednesday
ORD01629,2023-07-05,CUST0691,Customer_1629,Phone Case,Gadgets,Central,19.99,13.5932,5,15,Pickup,0,Wallet,84.96,67.97,16.99,20.0,2023,7,July,Q3-2023,Wednesday
ORD01630,2022-03-23,CUST0597,Customer_1630,Phone Stand,Accessories,East,1599.0,1087.3200000000002,4,0,Overnight,50,Credit Card,6396.0,4399.28,1996.72,31.22,2022,3,March,Q2-2022,Wednesday
ORD01631,2022-12-22,CUST0451,Customer_1631,Webcam HD,Electronics,East,1999.0,1279.3600000000001,6,15,Overnight,50,Debit Card,10194.9,7726.16,2468.74,24.22,2022,12,December,Q5-2022,Thursday
ORD01632,2022-09-15,CUST0557,Customer_1632,Cooling Pad,Electronics,Central,39.99,27.193200000000004,2,15,Standard,10,Wallet,67.98,64.39,3.59,5.28,2022,9,September,Q4-2022,Thursday
ORD01633,2023-12-19,CUST0136,Customer_1633,Webcam HD,Accessories,Central,49.99,36.4927,2,0,Overnight,50,Credit Card,99.98,122.99,-23.01,-23.01,2023,12,December,Q5-2023,Tuesday
ORD01634,2023-08-12,CUST0855,Customer_1634,Monitor 27inch,Electronics,South,39.99,24.393900000000002,9,10,Express,25,Debit Card,323.92,244.55,79.37,24.5,2023,8,August,Q3-2023,Saturday
ORD01635,2023-06-08,CUST0016,Customer_1635,Phone Stand,Accessories,West,1999.0,1599.2,7,10,Express,25,PayPal,12593.7,11219.4,1374.3,10.91,2023,6,June,Q3-2023,Thursday
ORD01636,2022-10-22,CUST0333,Customer_1636,Memory Card 256GB,Accessories,Central,19.99,13.1934,7,15,Overnight,50,Debit Card,118.94,142.35,-23.41,-19.68,2022,10,October,Q4-2022,Saturday
ORD01637,2022-08-12,CUST0195,Customer_1637,Charger Fast,Accessories,North,29.99,21.592799999999997,5,20,Express,25,Wallet,119.96,132.96,-13.0,-10.84,2022,8,August,Q3-2022,Friday
ORD01638,2023-06-09,CUST0496,Customer_1638,USB-C Cable,Electronics,South,999.0,659.34,7,5,Pickup,0,Debit Card,6643.35,4615.38,2027.97,30.53,2023,6,June,Q3-2023,Friday
ORD01639,2022-02-15,CUST0009,Customer_1639,Monitor 27inch,Gadgets,West,299.0,203.32000000000002,9,20,Express,25,Debit Card,2152.8,1854.88,297.92,13.84,2022,2,February,Q1-2022,Tuesday
ORD01640,2023-10-29,CUST0828,Customer_1640,Charger Fast,Accessories,North,99.0,70.28999999999999,5,20,Pickup,0,Credit Card,396.0,351.45,44.55,11.25,2023,10,October,Q4-2023,Sunday
ORD01641,2022-04-23,CUST0334,Customer_1641,Power Bank 20000mAh,Gadgets,North,19.99,14.392799999999998,9,15,Overnight,50,Credit Card,152.92,179.54,-26.62,-17.41,2022,4,April,Q2-2022,Saturday
ORD01642,2022-08-21,CUST0333,Customer_1642,HDMI Cable,Electronics,West,1599.0,1199.25,1,15,Pickup,0,PayPal,1359.15,1199.25,159.9,11.76,2022,8,August,Q3-2022,Sunday
ORD01643,2022-01-17,CUST0327,Customer_1643,Charger Fast,Electronics,South,2499.0,1899.24,3,5,Pickup,0,Wallet,7122.15,5697.72,1424.43,20.0,2022,1,January,Q1-2022,Monday
ORD01644,2022-12-26,CUST0015,Customer_1644,Mechanical Keyboard,Gadgets,North,299.0,209.29999999999998,7,5,Overnight,50,PayPal,1988.35,1515.1,473.25,23.8,2022,12,December,Q5-2022,Monday
ORD01645,2022-08-11,CUST0839,Customer_1645,Tablet Plus,Accessories,East,39.99,24.7938,4,5,Overnight,50,PayPal,151.96,149.18,2.78,1.83,2022,8,August,Q3-2022,Thursday
ORD01646,2023-12-01,CUST0614,Customer_1646,Monitor 27inch,Electronics,West,1299.0,922.29,2,15,Pickup,0,Debit Card,2208.3,1844.58,363.72,16.47,2023,12,December,Q5-2023,Friday
ORD01647,2023-03-24,CUST0226,Customer_1647,Smart Watch,Accessories,West,39.99,27.993,3,15,Standard,10,PayPal,101.97,93.98,7.99,7.84,2023,3,March,Q2-2023,Friday
ORD01648,2022-12-31,CUST0425,Customer_1648,Smart Watch,Accessories,Central,2499.0,1599.3600000000001,7,20,Overnight,50,Credit Card,13994.4,11245.52,2748.88,19.64,2022,12,December,Q5-2022,Saturday
ORD01649,2023-11-06,CUST0790,Customer_1649,Wireless Headphones,Gadgets,South,999.0,599.4,8,15,Overnight,50,PayPal,6793.2,4845.2,1948.0,28.68,2023,11,November,Q4-2023,Monday
ORD01650,2022-11-22,CUST0408,Customer_1650,Charger Fast,Electronics,East,299.0,197.34,9,10,Standard,10,Wallet,2421.9,1786.06,635.84,26.25,2022,11,November,Q4-2022,Tuesday
ORD01651,2023-04-12,CUST0113,Customer_1651,Phone Case,Gadgets,East,999.0,649.35,6,10,Express,25,PayPal,5394.6,3921.1,1473.5,27.31,2023,4,April,Q2-2023,Wednesday
ORD01652,2023-02-18,CUST0997,Customer_1652,Smart Watch,Electronics,Central,29.99,20.993,9,5,Standard,10,Wallet,256.41,198.94,57.47,22.41,2023,2,February,Q1-2023,Saturday
ORD01653,2023-03-31,CUST0428,Customer_1653,Wireless Mouse,Gadgets,North,299.0,224.25,4,15,Express,25,Wallet,1016.6,922.0,94.6,9.31,2023,3,March,Q2-2023,Friday
ORD01654,2023-08-09,CUST0001,Customer_1654,Mechanical Keyboard,Electronics,North,39.99,27.5931,5,10,Standard,10,PayPal,179.96,147.97,31.99,17.78,2023,8,August,Q3-2023,Wednesday
ORD01655,2022-08-21,CUST0266,Customer_1655,Laptop Pro,Electronics,East,59.99,47.392100000000006,1,20,Pickup,0,PayPal,47.99,47.39,0.6,1.25,2022,8,August,Q3-2022,Sunday
ORD01656,2022-08-12,CUST0491,Customer_1656,Memory Card 256GB,Electronics,South,39.99,25.593600000000002,9,0,Overnight,50,PayPal,359.91,280.34,79.57,22.11,2022,8,August,Q3-2022,Friday
ORD01657,2023-02-16,CUST0208,Customer_1657,External SSD 1TB,Accessories,North,49.99,31.9936,9,20,Standard,10,Wallet,359.93,297.94,61.99,17.22,2023,2,February,Q1-2023,Thursday
ORD01658,2023-07-26,CUST0622,Customer_1658,HDMI Cable,Accessories,West,1999.0,1439.28,9,0,Overnight,50,Credit Card,17991.0,13003.52,4987.48,27.72,2023,7,July,Q3-2023,Wednesday
ORD01659,2022-12-01,CUST0712,Customer_1659,Monitor 27inch,Gadgets,Central,39.99,31.192200000000003,3,20,Express,25,Debit Card,95.98,118.58,-22.6,-23.55,2022,12,December,Q5-2022,Thursday
ORD01660,2022-08-10,CUST0952,Customer_1660,External SSD 1TB,Gadgets,South,99.0,72.27,8,10,Pickup,0,PayPal,712.8,578.16,134.64,18.89,2022,8,August,Q3-2022,Wednesday
ORD01661,2022-02-06,CUST0369,Customer_1661,Wireless Headphones,Electronics,North,39.99,29.192700000000002,3,15,Overnight,50,Debit Card,101.97,137.58,-35.61,-34.92,2022,2,February,Q1-2022,Sunday
ORD01662,2022-10-05,CUST0985,Customer_1662,Charger Fast,Electronics,East,1599.0,1215.24,6,0,Standard,10,PayPal,9594.0,7301.44,2292.56,23.9,2022,10,October,Q4-2022,Wednesday
ORD01663,2022-07-15,CUST0306,Customer_1663,Mechanical Keyboard,Accessories,Central,799.0,583.27,5,15,Standard,10,Wallet,3395.75,2926.35,469.4,13.82,2022,7,July,Q3-2022,Friday
ORD01664,2023-04-29,CUST0012,Customer_1664,Bluetooth Speaker,Accessories,North,59.99,44.9925,8,15,Pickup,0,Wallet,407.93,359.94,47.99,11.76,2023,4,April,Q2-2023,Saturday
ORD01665,2022-08-30,CUST0345,Customer_1665,Screen Protector,Accessories,East,499.0,384.23,3,10,Express,25,Debit Card,1347.3,1177.69,169.61,12.59,2022,8,August,Q3-2022,Tuesday
ORD01666,2022-11-20,CUST0465,Customer_1666,Cooling Pad,Gadgets,North,99.0,59.4,1,5,Pickup,0,Credit Card,94.05,59.4,34.65,36.84,2022,11,November,Q4-2022,Sunday
ORD01667,2022-07-11,CUST0700,Customer_1667,Tablet Plus,Accessories,Central,1999.0,1559.22,9,5,Pickup,0,Wallet,17091.45,14032.98,3058.47,17.89,2022,7,July,Q3-2022,Monday
ORD01668,2022-01-17,CUST0666,Customer_1668,Smart Watch,Gadgets,West,39.99,25.593600000000002,9,0,Overnight,50,Debit Card,359.91,280.34,79.57,22.11,2022,1,January,Q1-2022,Monday
ORD01669,2023-06-08,CUST0494,Customer_1669,External SSD 1TB,Accessories,West,1999.0,1559.22,3,10,Express,25,Wallet,5397.3,4702.66,694.64,12.87,2023,6,June,Q3-2023,Thursday
ORD01670,2023-02-05,CUST0368,Customer_1670,Memory Card 256GB,Accessories,East,39.99,25.9935,2,15,Pickup,0,PayPal,67.98,51.99,15.99,23.52,2023,2,February,Q1-2023,Sunday
ORD01671,2023-12-06,CUST0846,Customer_1671,Smart Watch,Electronics,West,799.0,551.31,4,20,Overnight,50,Debit Card,2556.8,2255.24,301.56,11.79,2023,12,December,Q5-2023,Wednesday
ORD01672,2022-01-22,CUST0937,Customer_1672,Cooling Pad,Gadgets,Central,49.99,39.4921,8,20,Overnight,50,Debit Card,319.94,365.94,-46.0,-14.38,2022,1,January,Q1-2022,Saturday
ORD01673,2023-04-19,CUST0420,Customer_1673,Charger Fast,Accessories,East,19.99,12.393799999999999,6,0,Express,25,PayPal,119.94,99.36,20.58,17.16,2023,4,April,Q2-2023,Wednesday
ORD01674,2022-04-30,CUST0889,Customer_1674,Mechanical Keyboard,Electronics,North,1999.0,1499.25,1,0,Express,25,Debit Card,1999.0,1524.25,474.75,23.75,2022,4,April,Q2-2022,Saturday
ORD01675,2022-07-29,CUST0791,Customer_1675,Wireless Headphones,Gadgets,South,59.99,40.793200000000006,8,0,Overnight,50,PayPal,479.92,376.35,103.57,21.58,2022,7,July,Q3-2022,Friday
ORD01676,2022-11-02,CUST0171,Customer_1676,Bluetooth Speaker,Gadgets,North,2499.0,1499.3999999999999,5,10,Express,25,Credit Card,11245.5,7522.0,3723.5,33.11,2022,11,November,Q4-2022,Wednesday
ORD01677,2022-09-27,CUST0134,Customer_1677,Cooling Pad,Accessories,Central,49.99,39.4921,6,20,Overnight,50,PayPal,239.95,286.95,-47.0,-19.59,2022,9,September,Q4-2022,Tuesday
ORD01678,2023-12-05,CUST0965,Customer_1678,Bluetooth Speaker,Gadgets,East,1999.0,1239.3799999999999,5,10,Express,25,Credit Card,8995.5,6221.9,2773.6,30.83,2023,12,December,Q5-2023,Tuesday
ORD01679,2023-11-18,CUST0427,Customer_1679,HDMI Cable,Electronics,North,1299.0,974.25,5,10,Express,25,Debit Card,5845.5,4896.25,949.25,16.24,2023,11,November,Q4-2023,Saturday
ORD01680,2022-10-12,CUST0025,Customer_1680,Laptop Pro,Electronics,East,1599.0,1087.3200000000002,3,15,Express,25,PayPal,4077.45,3286.96,790.49,19.39,2022,10,October,Q4-2022,Wednesday
ORD01681,2023-12-17,CUST0530,Customer_1681,Wireless Headphones,Gadgets,West,99.0,75.24,4,10,Standard,10,Debit Card,356.4,310.96,45.44,12.75,2023,12,December,Q5-2023,Sunday
ORD01682,2023-11-07,CUST0190,Customer_1682,Mechanical Keyboard,Electronics,South,499.0,374.25,5,10,Express,25,Credit Card,2245.5,1896.25,349.25,15.55,2023,11,November,Q4-2023,Tuesday
ORD01683,2022-08-15,CUST0141,Customer_1683,Laptop Pro,Gadgets,Central,2499.0,1824.27,2,15,Standard,10,Wallet,4248.3,3658.54,589.76,13.88,2022,8,August,Q3-2022,Monday
ORD01684,2023-01-16,CUST0555,Customer_1684,Wireless Headphones,Electronics,North,2499.0,1974.21,6,5,Overnight,50,Wallet,14244.3,11895.26,2349.04,16.49,2023,1,January,Q1-2023,Monday
ORD01685,2023-04-05,CUST0846,Customer_1685,Wireless Headphones,Gadgets,South,59.99,37.1938,2,15,Pickup,0,Wallet,101.98,74.39,27.59,27.05,2023,4,April,Q2-2023,Wednesday
ORD01686,2022-01-07,CUST0796,Customer_1686,Tablet Plus,Gadgets,Central,499.0,379.24,4,0,Pickup,0,Wallet,1996.0,1516.96,479.04,24.0,2022,1,January,Q1-2022,Friday
ORD01687,2022-01-29,CUST0658,Customer_1687,Memory Card 256GB,Gadgets,Central,29.99,21.892699999999998,1,5,Pickup,0,Wallet,28.49,21.89,6.6,23.17,2022,1,January,Q1-2022,Saturday
ORD01688,2022-02-02,CUST0315,Customer_1688,Laptop Pro,Electronics,West,1999.0,1319.3400000000001,4,20,Overnight,50,Credit Card,6396.8,5327.36,1069.44,16.72,2022,2,February,Q1-2022,Wednesday
ORD01689,2023-10-08,CUST0444,Customer_1689,Smart Watch,Gadgets,East,299.0,212.29,7,10,Express,25,Wallet,1883.7,1511.03,372.67,19.78,2023,10,October,Q4-2023,Sunday
ORD01690,2022-03-20,CUST0319,Customer_1690,Smart Watch,Gadgets,East,59.99,43.7927,8,5,Standard,10,Wallet,455.92,360.34,95.58,20.96,2022,3,March,Q2-2022,Sunday
ORD01691,2023-04-04,CUST0441,Customer_1691,Charger Fast,Accessories,South,29.99,22.4925,2,20,Overnight,50,Debit Card,47.98,94.98,-47.0,-97.96,2023,4,April,Q2-2023,Tuesday
ORD01692,2023-07-24,CUST0092,Customer_1692,Webcam HD,Accessories,West,2499.0,1599.3600000000001,3,15,Pickup,0,PayPal,6372.45,4798.08,1574.37,24.71,2023,7,July,Q3-2023,Monday
ORD01693,2023-06-22,CUST0179,Customer_1693,HDMI Cable,Gadgets,Central,59.99,37.1938,1,15,Pickup,0,PayPal,50.99,37.19,13.8,27.06,2023,6,June,Q3-2023,Thursday
ORD01694,2023-04-27,CUST0056,Customer_1694,Laptop Pro,Accessories,West,2499.0,1549.3799999999999,7,0,Pickup,0,PayPal,17493.0,10845.66,6647.34,38.0,2023,4,April,Q2-2023,Thursday
ORD01695,2023-03-06,CUST0155,Customer_1695,Phone Stand,Gadgets,West,99.0,65.34,4,0,Pickup,0,PayPal,396.0,261.36,134.64,34.0,2023,3,March,Q2-2023,Monday
ORD01696,2022-10-12,CUST0672,Customer_1696,Wireless Headphones,Accessories,South,59.99,37.7937,8,5,Standard,10,Credit Card,455.92,312.35,143.57,31.49,2022,10,October,Q4-2022,Wednesday
ORD01697,2023-05-31,CUST0111,Customer_1697,Power Bank 20000mAh,Electronics,East,19.99,14.192899999999998,5,10,Pickup,0,PayPal,89.96,70.96,19.0,21.12,2023,5,May,Q2-2023,Wednesday
ORD01698,2022-04-09,CUST0137,Customer_1698,Smart Watch,Electronics,West,799.0,551.31,9,15,Standard,10,Debit Card,6112.35,4971.79,1140.56,18.66,2022,4,April,Q2-2022,Saturday
